Symbol,Valid,MainETF,SectorETF,Exch,Bid,Ask,Spread,ADV,Volume,YVolume,Financial,MarketCat
CLNE,,,,NSDQ,6.69,6.7,0.01,3588548,1312543,2291107,,Q
CMCSA,,,,NSDQ,48.44,48.45,0.01,20187556,10916643,35048216,,Q
CLF,,,,NYSE,20.27,20.28,0.01,18685028,9221197,11788772,,N
CLX,,,,NYSE,167.64,167.72,0.08,1248443,274162,732270,,N
CLSK,,,,NSDQ,13.04,13.09,0.05,1686124,749937,1627906,,S
CLVT,,,,NYSE,24.5,24.51,0.01,4699624,1027292,3445635,,N
CLR,,,,NYSE,44.9,44.94,0.04,1731417,574247,1038465,,N
CMA,,,,NYSE,83.26,83.29,0.03,1073263,483435,926816,,N
CMCAU,,,,NSDQ,10.02,10.07,0.05,2466613,25099,101128,,G
CMS,,,,NYSE,62.64,62.67,0.03,1195999,208976,878138,,N
CNC,,,,NYSE,78.7,78.74,0.04,3801369,4153923,4887452,,N
CMRX,,,,NSDQ,6.08,6.09,0.01,1191058,388894,706938,,G
CNDT,,,,NSDQ,5.37,5.38,0.01,1440150,281264,1134639,,Q
CNHI,,,,NYSE,17.72,17.73,0.01,4336730,1866918,2258413,,N
CNI,,,,NYSE,129.78,129.82,0.04,1017870,602312,1443133,,N
CNGLU,,,,NSDQ,10.12,10.13,0.01,2109654,34917,140417,,G
CMPS,,,,NSDQ,25.82,25.91,0.09,1194493,258872,521684,,Q
CMI,,,,NYSE,218.54,218.9,0.36,1090359,224830,859424,,N
CNK,,,,NYSE,16.75,16.77,0.02,3467273,864708,2053166,,N
CME,,,,NSDQ,226.78,226.88,0.1,1284959,282770,994809,,Q
CNP,,,,NYSE,27.89,27.9,0.01,3674203,1756925,3878536,,N
CAH,,,,NYSE,48.18,48.19,0.01,3258903,738197,2103055,,N
CANO,,,,NYSE,9.46,9.48,0.02,2585384,567471,1648523,,N
CAN,,,,NSDQ,5.72,5.73,0.01,4590693,1659479,2449073,,G
CARG,,,,NSDQ,35.74,35.79,0.05,1216929,278933,788481,,Q
CARS,,,,NYSE,17.88,17.9,0.02,1829923,201507,913535,,N
CB,,,,NYSE,191.13,191.23,0.1,1878520,363047,1565271,,N
C,,,,NYSE,60.49,60.5,0.01,21755552,14971746,29960511,,N
CADE,,,,NYSE,30.08,30.1,0.02,1511239,704604,2643173,,N
BZUN,,,,NSDQ,14.52,14.55,0.03,2005151,373806,813105,,Q
CAG,,,,NYSE,31.99,32,0.01,3731107,706973,2345998,,N
CAR,,,,NSDQ,243.22,243.51,0.29,1029758,550546,661329,D,Q
CARR,,,,NYSE,55.25,55.28,0.03,3657178,1105022,2174683,,N
CAT,,,,NYSE,203.58,203.63,0.05,3180244,721288,1646581,,N
CBRE,,,,NYSE,102.89,102.95,0.06,1673436,390020,1244386,,N
CCL,,,,NYSE,19.02,19.03,0.01,46656549,17644938,38179521,,N
CD,,,,NSDQ,7.15,7.18,0.03,2625961,475666,883198,,Q
CCXI,,,,NSDQ,34.33,34.4,0.07,1419612,426015,1012346,,Q
CCEP,,,,NSDQ,53.19,53.25,0.06,1285729,272438,545597,,Q
CCI,,,,NYSE,192.21,192.3,0.09,1502866,451353,1430626,,N
CCJ,,,,NYSE,22.23,22.24,0.01,5149955,2040732,4361714,,N
CCK,,,,NYSE,107.49,107.59,0.1,1145112,1035594,1030791,,N
CC,,,,NYSE,32.69,32.72,0.03,1292207,440999,1334799,,N
CELH,,,,NSDQ,66.55,66.75,0.2,1363368,191951,847230,,S
CERN,,,,NSDQ,73.98,74.01,0.03,2137077,1085291,3087322,,Q
CENX,,,,NSDQ,13.54,13.57,0.03,1189553,240396,916923,,Q
CDEV,,,,NSDQ,6.56,6.57,0.01,6783873,2513751,4879906,,S
CDNS,,,,NSDQ,183.25,183.4,0.15,1317962,327947,1042861,,Q
CDAY,,,,NYSE,103.14,103.29,0.15,1021113,291758,1124081,,N
CDE,,,,NYSE,5.13,5.14,0.01,4938786,1315852,3926769,,N
CERS,,,,NSDQ,6.61,6.62,0.01,1270492,483815,1009283,,G
CERT,,,,NSDQ,27.46,27.53,0.07,1492045,164699,953638,,Q
CF,,,,NYSE,60.6,60.63,0.03,2667484,1647329,1989972,,N
CFG,,,,NYSE,47.14,47.15,0.01,4541056,1238248,2973164,,N
CFLT,,,,NSDQ,64.88,65.11,0.23,3316875,1319635,6409853,,Q
CHPT,,,,NYSE,19.98,20,0.02,10605568,7121328,11140521,,N
CHD,,,,NYSE,95.34,95.37,0.03,1390164,482074,1309458,,N
CG,,,,NSDQ,54.08,54.12,0.04,2434516,277055,2151059,,Q
CHS,,,,NYSE,5.38,5.39,0.01,2249665,565677,1272577,,N
CHGG,,,,NYSE,27.81,27.83,0.02,5774589,1110282,3344355,,N
CHKP,,,,NSDQ,110.44,110.49,0.05,1162568,295148,796201,,Q
CHWY,,,,NYSE,50.69,50.71,0.02,4028098,10558965,9763358,,N
CHTR,,,,NSDQ,609.12,609.46,0.34,1136565,652252,2605328,,Q
CFX,,,,NYSE,45.33,45.37,0.04,1170440,166741,597685,,N
CHNG,,,,NSDQ,20.51,20.52,0.01,1940951,306431,5284863,,Q
CHK,,,,NSDQ,63.1,63.22,0.12,1233718,249776,799136,,Q
CFVI,,,,NSDQ,13.45,13.5,0.05,13613764,2538658,14896210,,S
CGC,,,,NSDQ,9.8,9.81,0.01,8842415,4283781,6414514,,Q
CIEN,,,,NYSE,71.88,71.94,0.06,1529019,1513773,9117812,,N
CI,,,,NYSE,213.19,213.26,0.07,2087577,816206,1518824,,N
CIM,,,,NYSE,16.1,16.11,0.01,1402347,382086,965984,,N
CHX,,,,NSDQ,22.57,22.6,0.03,1374470,299242,724579,,Q
CWB,,,,ARCA,83.01,83.04,0.03,1183239,300912,1185217,,P
DADA,,,,NSDQ,16.58,16.61,0.03,1218128,156862,520236,,Q
CYH,,,,NYSE,12.57,12.58,0.01,1072840,372168,735757,,N
CWK,,,,NYSE,20.97,20.98,0.01,1088586,1085865,856690,,N
CYN,,,,NSDQ,5.45,5.47,0.02,1030130,228226,1153692,,S
CX,,,,NYSE,6,6.01,0.01,7927650,3467221,6848471,,N
D,,,,NYSE,76.2,76.23,0.03,3817074,1363192,5358537,,N
DAL,,,,NYSE,38.1,38.11,0.01,16329952,5918256,10427835,,N
CZR,,,,NSDQ,90.14,90.19,0.05,2661929,952411,1274192,,Q
CWEB,,,,ARCA,15.18,15.19,0.01,2200393,704160,1280416,,P
DAN,,,,NYSE,22.45,22.48,0.03,1057095,279028,697626,,N
DAR,,,,NYSE,63,63.09,0.09,1544792,758978,1431241,,N
DASH,,,,NYSE,162.59,162.93,0.34,4962177,1133268,3361282,,N
DAOOU,,,,NSDQ,10.06,10.07,0.01,2495839,16274,316953,,G
DBA,,,,ARCA,19.68,19.69,0.01,1277904,367763,1429749,,P
DE,,,,NYSE,358.88,359.08,0.2,1772197,502364,897874,,N
DELL,,,,NYSE,57.58,57.6,0.02,5633697,977701,4444983,,N
DBRG,,,,NYSE,8.02,8.03,0.01,5348074,666999,2945787,,N
DBX,,,,NSDQ,24.04,24.05,0.01,5501541,1539329,4559572,,Q
DD,,,,NYSE,79.61,79.64,0.03,3104847,1086999,4623040,,N
DDD,,,,NYSE,22.45,22.48,0.03,3562464,905631,2212645,,N
DB,,,,NYSE,12.39,12.4,0.01,3551998,1147303,3186872,,N
DBC,,,,ARCA,20.24,20.25,0.01,3968166,1234383,3384474,,P
DBO,,,,ARCA,13.18,13.19,0.01,2073165,1107677,1051490,,P
DBI,,,,NYSE,14.31,14.33,0.02,1490445,557619,1416116,,N
DCPH,,,,NSDQ,8.55,8.56,0.01,2210143,334377,1180356,,Q
DCRN,,,,NSDQ,9.94,9.95,0.01,1138723,143608,761670,,S
DDOG,,,,NSDQ,176.1,176.4,0.3,3544434,1319314,2811206,,Q
DFEN,,,,ARCA,18.1,18.11,0.01,1527219,612510,1258664,,P
COCO,,,,NSDQ,10.07,10.14,0.07,1086125,177119,486981,,Q
COP,,,,NYSE,71.86,71.88,0.02,7948250,2109064,6511575,,N
CNX,,,,NYSE,14.24,14.25,0.01,2803761,666435,1984449,,N
COIN,,,,NSDQ,251.87,252.57,0.7,5249529,2586866,5394557,,Q
COMM,,,,NSDQ,11.21,11.22,0.01,4170882,1610695,4619830,,Q
COMP,,,,NYSE,10.43,10.44,0.01,2404870,914633,2352443,,N
CONE,,,,NSDQ,89.29,89.3,0.01,4691082,1579509,3276506,,Q
COF,,,,NYSE,149.35,149.45,0.1,2821996,825518,2311734,,N
COLD,,,,NYSE,32.49,32.5,0.01,2134568,409707,2408208,,N
COOK,,,,NYSE,13.17,13.21,0.04,1018061,225254,761009,,N
CNTX,,,,NSDQ,5.86,5.87,0.01,6678184,25726946,22656359,,S
CNQ,,,,NYSE,41.53,41.54,0.01,3232528,1317143,5505238,,N
COPX,,,,ARCA,36.55,36.66,0.11,1123818,112546,464783,,P
COR,,,,NYSE,170.09,170.12,0.03,1493136,553518,1763163,,N
CPRI,,,,NYSE,65.54,65.59,0.05,1663254,351857,1580777,,N
CPNG,,,,NYSE,26.83,26.84,0.01,7729559,2406149,4535571,,N
CORT,,,,NSDQ,18.73,18.77,0.04,1808280,1712784,4657087,,S
COTY,,,,NYSE,10.13,10.14,0.01,9303752,3145599,3778116,,N
COUP,,,,NSDQ,156.5,156.73,0.23,2132118,765491,2751951,,Q
COUR,,,,NYSE,25.97,26.02,0.05,1307081,368087,1524571,,N
CPB,,,,NYSE,42.91,42.92,0.01,2245699,1243500,3706166,,N
COST,,,,NSDQ,556.1,556.38,0.28,2292995,3096977,3200453,,Q
CPE,,,,NYSE,50.16,50.29,0.13,2049961,764511,1446547,,N
CP,,,,NYSE,72.4,72.42,0.02,4116345,7761311,8699448,,N
CPG,,,,NYSE,5.25,5.26,0.01,4590656,2165530,4506706,,N
CRDF,,,,NSDQ,5.69,5.71,0.02,1467258,132263,389777,,S
CRECU,,,,NSDQ,9.98,10.05,0.07,1307904,8818,61432,,G
CRK,,,,NYSE,8.33,8.34,0.01,2466391,684767,1486974,,N
CRTX,,,,NSDQ,12.85,12.91,0.06,1766325,294185,961409,,Q
CRSP,,,,NSDQ,74.75,74.86,0.11,1551167,505603,1182168,,G
CTLT,,,,NYSE,121.44,121.62,0.18,1057754,395676,580621,,N
CTMX,,,,NSDQ,6.37,6.38,0.01,1002659,210310,1138141,,Q
CSCO,,,,NSDQ,58.97,58.98,0.01,25990799,8314813,16480245,,Q
CRM,,,,NYSE,265.36,265.48,0.12,6845061,1742710,3966956,,N
CRWD,,,,NSDQ,198.66,198.88,0.22,4909937,1625458,3387837,,Q
CRSR,,,,NSDQ,21.05,21.07,0.02,1110145,296193,1011477,,Q
CSGP,,,,NSDQ,78.05,78.1,0.05,1857508,814623,3416252,,Q
CROX,,,,NSDQ,157.91,157.99,0.08,1009013,710886,887882,,Q
CS,,,,NYSE,9.54,9.55,0.01,4909564,1422736,3985208,,N
CSIQ,,,,NSDQ,32.61,32.66,0.05,1330212,418468,850659,,Q
CSPR,,,,NYSE,6.47,6.48,0.01,2718605,267759,785082,,N
CSX,,,,NSDQ,36.68,36.69,0.01,13022041,3863704,10872785,,Q
CUBE,,,,NYSE,54.31,54.33,0.02,1981363,577229,1057797,,N
CVE,,,,NYSE,12.19,12.2,0.01,9431605,3266094,9109460,,N
CTRA,,,,NYSE,20.55,20.56,0.01,8568667,2439304,8907520,,N
CVS,,,,NYSE,98.17,98.19,0.02,5790607,4050077,14096769,,N
CUK,,,,NYSE,17.45,17.46,0.01,2605299,1098443,2216945,,N
CVNA,,,,NYSE,269.29,269.82,0.53,1463704,544419,2828924,,N
CTSH,,,,NSDQ,81.92,81.96,0.04,2796626,493410,2159950,,Q
CTVA,,,,NYSE,47.86,47.89,0.03,2462669,572916,1983871,,N
CTXS,,,,NSDQ,81.45,81.5,0.05,1783962,275427,935386,,Q
CVET,,,,NSDQ,18.39,18.41,0.02,1071380,179410,705932,,Q
CVX,,,,NYSE,117.57,117.58,0.01,10981260,4687860,8334720,,N
EMB,,,,NSDQ,109.28,109.29,0.01,6318568,1261727,4640130,,G
EL,,,,NYSE,361.62,361.88,0.26,1287745,329313,993983,,N
EMR,,,,NYSE,92.23,92.25,0.02,3272880,1020977,2044128,,N
ELAN,,,,NYSE,28.04,28.06,0.02,3632429,981609,2689707,,N
ELY,,,,NYSE,27.8,27.83,0.03,1920689,266053,1143998,,N
EIX,,,,NYSE,67.18,67.19,0.01,2293765,467083,2022553,,N
EMLC,,,,ARCA,28.68,28.69,0.01,1723672,574199,1772531,,P
ENB,,,,NYSE,37.81,37.82,0.01,6445694,1699535,8716973,,N
ENIA,,,,NYSE,6.06,6.07,0.01,1155427,255642,576747,,N
ENPH,,,,NSDQ,216.87,217.19,0.32,2033034,795453,1512180,,G
ENLC,,,,NYSE,6.74,6.75,0.01,1931987,1534049,2088511,,N
DIDI,,,,NYSE,6.41,6.42,0.01,27191963,7474057,13078244,,N
DHI,,,,NYSE,108.39,108.43,0.04,2904811,1179760,2577077,,N
DIA,,,,ARCA,358.7,358.71,0.01,5202289,2372884,3774467,,P
DIS,,,,NYSE,152.48,152.51,0.03,18003298,4805384,11862333,,N
DG,,,,NYSE,222.58,222.67,0.09,1836298,476170,1262108,,N
DFS,,,,NYSE,116.64,116.73,0.09,1775744,1017623,1668725,,N
DHR,,,,NYSE,318.62,318.73,0.11,2441179,685981,1969476,,N
DGRO,,,,ARCA,54.37,54.38,0.01,1428632,766719,1514919,,P
DHT,,,,NYSE,5.45,5.46,0.01,1844267,225720,2291450,,N
DGX,,,,NYSE,159.56,159.65,0.09,1225734,330711,893811,,N
DISCA,,,,NSDQ,23.38,23.39,0.01,6750847,1805661,7219090,,Q
DISCK,,,,NSDQ,22.57,22.58,0.01,4240300,1348962,3921990,,Q
DISH,,,,NSDQ,32.09,32.11,0.02,3001278,763939,2098046,,Q
DOC,,,,NYSE,18.19,18.2,0.01,1589349,386142,1638608,,N
DM,,,,NYSE,5.83,5.84,0.01,7603868,2027659,5631365,,N
DNMR,,,,NYSE,12.01,12.04,0.03,2331268,447097,886814,,N
DOCU,,,,NSDQ,146.44,146.55,0.11,8580056,4674536,17125238,,Q
DOCN,,,,NYSE,84.95,85.15,0.2,3159339,1674563,2615052,,N
DKNG,,,,NSDQ,30.6,30.62,0.02,17279284,6046280,13554562,,Q
DK,,,,NYSE,16.3,16.32,0.02,1073434,421846,1038435,,N
DNOW,,,,NYSE,8.63,8.64,0.01,1673343,432322,1757161,,N
DLO,,,,NSDQ,35.08,35.24,0.16,2575994,721130,1544125,,Q
DNUT,,,,NSDQ,15.46,15.51,0.05,1624707,344941,1216610,,Q
DNB,,,,NYSE,18.25,18.27,0.02,2570093,382139,1548081,,N
DLR,,,,NYSE,167.58,167.66,0.08,1305391,230029,1121324,,N
DLTR,,,,NSDQ,141.26,141.33,0.07,4654825,524045,1836375,,Q
DKS,,,,NYSE,113.27,113.34,0.07,2568109,997736,3606267,,N
DNA,,,,NYSE,10.21,10.22,0.01,7499792,3495029,6976478,,N
DOCS,,,,NYSE,54.68,54.82,0.14,3796945,1065179,1770276,,N
DOGZ,,,,NSDQ,5.3,5.34,0.04,1029988,257088,222888,,G
DOW,,,,NYSE,54.69,54.7,0.01,5378870,1715556,5607722,,N
DRH,,,,NYSE,9.3,9.31,0.01,2281825,746213,1498503,,N
DSEY,,,,NSDQ,13.31,13.33,0.02,1734753,172766,591186,,Q
DUST,,,,ARCA,21.73,21.74,0.01,2049771,743255,1648749,,P
DT,,,,NYSE,62.35,62.42,0.07,2497844,790796,2906882,,N
DTE,,,,NYSE,116.2,116.33,0.13,1199624,120675,627103,,N
DRI,,,,NYSE,150.11,150.23,0.12,1115991,264862,784062,,N
DQ,,,,NYSE,43.21,43.26,0.05,1566485,587880,996608,,N
DRIP,,,,ARCA,5.19,5.2,0.01,9400644,4302958,8550984,,P
DRE,,,,NYSE,61.41,61.44,0.03,1384139,381451,1427840,,N
DRNA,,,,NSDQ,37.82,37.83,0.01,5289603,1309089,2357739,,Q
DUK,,,,NYSE,101.66,101.68,0.02,2990171,1199768,4020793,,N
DV,,,,NYSE,31.72,31.77,0.05,1250260,206564,748817,,N
DXC,,,,NYSE,30.91,30.93,0.02,1947097,590499,2723650,,N
DVAX,,,,NSDQ,13.58,13.6,0.02,2298744,502691,1263256,,S
DVN,,,,NYSE,42.03,42.04,0.01,10422208,3328563,10979606,,N
DXD,,,,ARCA,8.36,8.37,0.01,1501190,608299,1371002,,P
EB,,,,NYSE,15.43,15.46,0.03,1100354,404567,550424,,N
DWACW,,,,NSDQ,19,19.4,0.4,1074297,535316,1062072,,G
EA,,,,NSDQ,125.59,125.66,0.07,3090120,612252,2485292,,Q
EAF,,,,NYSE,11.91,11.92,0.01,1416505,264547,1033336,,N
EAT,,,,NYSE,35.55,35.64,0.09,1067671,313600,867692,,N
EAR,,,,NSDQ,5.1,5.13,0.03,1507996,507354,2298652,E,Q
EBAY,,,,NSDQ,66.47,66.5,0.03,7434973,2912546,4523754,,Q
DWAC,,,,NSDQ,57.95,58.1,0.15,6100676,4366829,10194757,,G
EBS,,,,NYSE,40.23,40.28,0.05,1347545,274144,755506,,N
ED,,,,NYSE,82.55,82.58,0.03,2220804,543836,4671615,,N
EDIT,,,,NSDQ,29.65,29.69,0.04,1197314,425921,847705,,Q
EDR,,,,NYSE,30.09,30.11,0.02,1972701,681304,2642754,,N
EFA,,,,ARCA,79.05,79.06,0.01,25663760,9821471,32026524,,P
EFV,,,,BATS,50.6,50.61,0.01,2621173,928318,1758294,,Z
EGHT,,,,NYSE,17.66,17.69,0.03,1652484,396889,2239061,,N
EEM,,,,ARCA,50.02,50.03,0.01,45121193,17937200,36476036,,P
EGO,,,,NYSE,8.75,8.76,0.01,1825054,649795,2404817,,N
FE,,,,NYSE,39.77,39.78,0.01,3532553,1030894,5132210,,N
FEZ,,,,ARCA,46.15,46.16,0.01,2696831,540824,2307561,,P
FFIE,,,,NSDQ,5.35,5.37,0.02,2528487,531419,1129626,E,G
FDX,,,,NYSE,244.92,245.02,0.1,1956609,530849,1279002,,N
FGEN,,,,NSDQ,14.16,14.19,0.03,1262619,678322,1157301,,Q
FIS,,,,NYSE,104.8,104.84,0.04,4485573,2298638,4701254,,N
FLO,,,,NYSE,25.83,25.84,0.01,1302184,301944,1001451,,N
FHN,,,,NYSE,16.29,16.3,0.01,3359891,1384080,3394723,,N
FINV,,,,NYSE,5.64,5.65,0.01,1378054,286140,1458016,,N
FISV,,,,NSDQ,103.17,103.22,0.05,5119972,1650569,3070459,,Q
FIVN,,,,NSDQ,134.01,134.31,0.3,1697376,217958,910305,,G
FIGS,,,,NYSE,26,26.01,0.01,2661233,8083318,2105319,,N
FL,,,,NYSE,43.82,43.85,0.03,2570225,705798,2455354,,N
FLEX,,,,NSDQ,17.25,17.26,0.01,3906737,937943,2203443,,Q
FITB,,,,NSDQ,43.61,43.62,0.01,4481781,1269919,2995629,,Q
FLR,,,,NYSE,24.01,24.04,0.03,1773145,465641,1167669,,N
FLYW,,,,NSDQ,39.82,39.86,0.04,1495684,641911,1221548,,Q
FNB,,,,NYSE,12,12.01,0.01,1998006,674211,2803734,,N
FNF,,,,NYSE,50.35,50.36,0.01,1722768,449324,1308926,,N
FNGU,,,,ARCA,39.17,39.2,0.03,2224734,1753090,2814379,,P
ENTG,,,,NSDQ,146.66,146.82,0.16,1310162,237891,906754,,Q
EQH,,,,NYSE,32.48,32.49,0.01,2953330,565491,1671995,,N
ERJ,,,,NYSE,15.23,15.24,0.01,2606110,1056591,1345370,,N
ERY,,,,ARCA,11.05,11.06,0.01,2109166,727754,952727,,P
EQT,,,,NYSE,20.67,20.68,0.01,6716273,1565927,3996290,,N
EOG,,,,NYSE,87.58,87.6,0.02,4703153,1323154,3957581,,N
EPD,,,,NYSE,21.12,21.13,0.01,7048170,2896620,12428387,,N
ENVX,,,,NSDQ,29.11,29.18,0.07,1054269,502525,580034,,Q
EQC,,,,NYSE,25.23,25.24,0.01,1113646,338294,1260239,,N
EQR,,,,NYSE,86.92,86.96,0.04,1471155,345778,1573420,,N
EQNR,,,,NYSE,26.25,26.26,0.01,2816935,1477914,1706262,,N
EQX,,,,AMEX,6.41,6.42,0.01,1803508,681336,1834696,,A
ERF,,,,NYSE,10.59,10.6,0.01,2496728,1005742,1373218,,N
ERIC,,,,NSDQ,10.4,10.41,0.01,7787356,4098424,9231687,,Q
ERX,,,,ARCA,30.27,30.28,0.01,3500646,1887233,2709205,,P
EUFN,,,,NSDQ,19.84,19.85,0.01,1134775,200245,2777010,,G
ES,,,,NYSE,87.98,88.04,0.06,1223918,295130,1314103,,N
ESTC,,,,NYSE,118.28,118.54,0.26,1743440,620766,2013783,,N
ESGU,,,,NSDQ,106.59,106.62,0.03,1004477,190064,726566,,G
ESRT,,,,NYSE,9.11,9.12,0.01,1824159,1485539,3170392,,N
ETN,,,,NYSE,170.74,170.83,0.09,1544154,632400,1844828,,N
ESGE,,,,NSDQ,40.91,40.92,0.01,1872081,614327,2207918,,G
ET,,,,NYSE,8.49,8.5,0.01,24343689,11028101,24292608,,N
ETR,,,,NYSE,107.6,107.69,0.09,1277842,669244,1430069,,N
ETSY,,,,NSDQ,225.62,225.85,0.23,2458351,889491,1565022,,Q
ESI,,,,NYSE,23.43,23.45,0.02,1327875,319393,1530547,,N
ESPR,,,,NSDQ,5.26,5.27,0.01,3541111,621736,4319775,,G
ETRN,,,,NYSE,9.8,9.81,0.01,3002130,2105716,4135811,,N
ETWO,,,,NYSE,11.66,11.67,0.01,2925515,1323179,2487993,,N
EURN,,,,NYSE,9.13,9.14,0.01,1254213,466521,762824,,N
EVGO,,,,NSDQ,12.32,12.34,0.02,15728401,4139734,17456042,,Q
EWG,,,,ARCA,32.67,32.68,0.01,2997173,1383292,2606826,,P
EWC,,,,ARCA,38.02,38.03,0.01,4328997,1038285,3348844,,P
EWJ,,,,ARCA,68.37,68.38,0.01,8148972,2239715,4763338,,P
EXEL,,,,NSDQ,16.91,16.92,0.01,1834451,735687,1524487,,Q
EWH,,,,ARCA,23.94,23.95,0.01,4509109,1971629,4465574,,P
EWT,,,,ARCA,66.79,66.8,0.01,4394305,2482822,2234683,,P
EW,,,,NYSE,121.29,121.35,0.06,2598151,821972,2841352,,N
EWA,,,,ARCA,25.22,25.23,0.01,2646279,2146827,2645350,,P
EWP,,,,ARCA,25.45,25.46,0.01,1148866,274429,619395,,P
EWW,,,,ARCA,48.08,48.09,0.01,2135460,493303,952492,,P
EVRG,,,,NYSE,67.07,67.12,0.05,1214596,126022,613728,,N
EWL,,,,ARCA,51.28,51.29,0.01,1597985,482236,1143024,,P
EWY,,,,ARCA,80.87,80.88,0.01,4524312,2705446,3666634,,P
EWU,,,,ARCA,33.06,33.07,0.01,2078262,1204690,1156359,,P
EXAS,,,,NSDQ,81.04,81.18,0.14,1744138,625989,1286568,,S
EXC,,,,NSDQ,53.87,53.88,0.01,5243983,1421754,5295413,,Q
EWZ,,,,ARCA,30.67,30.68,0.01,26646873,9500242,22643069,,P
EXPD,,,,NSDQ,129.66,129.76,0.1,1190598,343567,492656,,Q
EXFY,,,,NSDQ,38.51,38.88,0.37,1033747,111547,280577,,Q
EXPE,,,,NSDQ,166.24,166.38,0.14,2698945,623271,1505582,,Q
EZU,,,,BATS,48.7,48.71,0.01,4457228,3450777,3311322,,Z
F,,,,NYSE,20.72,20.73,0.01,97008280,64546218,63357578,,N
FANG,,,,NSDQ,108.76,108.82,0.06,3225061,871435,1931458,,Q
EXTR,,,,NSDQ,13.79,13.81,0.02,1670259,689865,2523044,,Q
EYPT,,,,NSDQ,14.64,14.67,0.03,1801341,35255,213454,,G
FAST,,,,NSDQ,63.78,63.81,0.03,3001416,612722,3871165,,Q
FB,,,,NSDQ,328.66,328.75,0.09,20562577,7646529,16879168,,Q
FAS,,,,ARCA,128.71,128.8,0.09,1625202,532895,846045,,P
EYE,,,,NSDQ,48.07,48.15,0.08,1112192,451691,774689,,Q
FA,,,,NSDQ,16.93,16.97,0.04,1373774,235369,342150,,Q
FALN,,,,NSDQ,29.8,29.81,0.01,1490208,367232,1399446,,G
FAZ,,,,ARCA,19.72,19.73,0.01,1871120,1165474,1464994,,P
FBP,,,,NYSE,13.18,13.19,0.01,1639733,343257,1755247,,N
FCX,,,,NYSE,38.19,38.2,0.01,18936748,5579336,11526732,,N
FCEL,,,,NSDQ,6.88,6.89,0.01,26612236,9965351,19226424,,G
FCG,,,,ARCA,17.49,17.5,0.01,1214459,322748,754675,,P
GLDM,,,,ARCA,17.73,17.74,0.01,2580144,1376529,3422757,,P
GIS,,,,NYSE,64.41,64.42,0.01,2887594,1087026,2685957,,N
GLD,,,,ARCA,166.7,166.71,0.01,7693302,3524667,4913771,,P
GM,,,,NYSE,61.27,61.28,0.01,19254586,9196765,12964758,,N
GLW,,,,NYSE,37.56,37.57,0.01,4070960,1222884,3850940,,N
GILD,,,,NSDQ,70.07,70.09,0.02,7520803,2019187,5829257,,Q
GLLIU,,,,NSDQ,10.13,10.18,0.05,1638844,37,13074,,G
GLBE,,,,NSDQ,60.26,60.47,0.21,1937011,790390,1211342,,Q
GME,,,,NYSE,150.18,150.5,0.32,2126813,2737934,5084340,,N
GLPI,,,,NSDQ,46.33,46.37,0.04,1083579,413647,1315427,,Q
GO,,,,NSDQ,27.65,27.67,0.02,1438437,166870,1272349,,Q
GOGL,,,,NSDQ,8.35,8.36,0.01,2686403,536161,2082442,,Q
GOL,,,,NYSE,6.94,6.95,0.01,2796624,1079453,5237342,,N
GOLD,,,,NYSE,18.05,18.06,0.01,17957317,8643679,15593450,,N
GOOG,,,,NSDQ,2965.41,2968.84,3.43,1063457,424545,929030,,Q
GOEV,,,,NSDQ,9.39,9.4,0.01,10941145,1470269,3096609,,Q
GOOGL,,,,NSDQ,2955.27,2956.85,1.58,1399149,517198,1163486,,Q
GOOS,,,,NYSE,38.97,38.99,0.02,1438598,456070,1054894,,N
GOVT,,,,BATS,26.52,26.53,0.01,3813847,1367079,2573489,,Z
GPK,,,,NYSE,20.19,20.2,0.01,1912726,346229,1348409,,N
GPN,,,,NYSE,125.54,125.63,0.09,3472376,974661,2652725,,N
GPRO,,,,NSDQ,10.72,10.73,0.01,3507988,1067889,1973437,,Q
FPE,,,,ARCA,20.26,20.27,0.01,1657566,324579,1209372,,P
FOUR,,,,NYSE,55.16,55.25,0.09,1855438,270079,1027071,,N
FOLD,,,,NSDQ,10.49,10.5,0.01,2192178,555866,1466190,,G
FOSL,,,,NSDQ,10.47,10.5,0.03,1650641,213007,402833,,Q
FOX,,,,NSDQ,34.09,34.11,0.02,1037879,299408,891311,,Q
FOXA,,,,NSDQ,36.61,36.62,0.01,3114393,1124303,2382556,,Q
FRSH,,,,NSDQ,26.89,26.96,0.07,1396242,355678,1321172,,Q
FTNT,,,,NSDQ,329.88,330.11,0.23,1117882,598274,808301,,Q
FREY,,,,NYSE,11.53,11.54,0.01,1505570,1836259,1180039,,N
FSK,,,,NYSE,21.42,21.43,0.01,1538753,584148,1125732,,N
FSLR,,,,NSDQ,96.94,97.05,0.11,1445278,584575,1049228,,Q
FSR,,,,NYSE,17.93,17.95,0.02,12820883,2540194,5597876,,N
FTCH,,,,NYSE,33.99,34.02,0.03,7708804,1720956,5232624,,N
FTI,,,,NYSE,6.43,6.44,0.01,5685769,2228128,5840965,,N
FROG,,,,NSDQ,31,31.05,0.05,1031184,220533,1329433,,Q
FRO,,,,NYSE,7.06,7.07,0.01,1536827,681477,1701468,,N
FTCI,,,,NSDQ,8.1,8.12,0.02,1094736,224538,1142020,,G
FSLY,,,,NYSE,40.91,40.95,0.04,2886274,1013932,2308949,,N
